Produkt,Datum,prognose,lo80,hi80,lo95,hi95
Fertigsuppe im Beutel oder Instantbrühe,2026-06-01,128.72794600446176,109.33348667907654,155.89791791077207,101.16821022389304,175.16660662375622
"Fischfilet, frisch oder gekühlt",2025-07-01,127.92145267177396,118.15581118727297,137.32389504475955,112.81835886240799,142.17121764139813
"Fischfilet, frisch oder gekühlt",2025-08-01,128.000303467394,117.61059832144275,137.9800346435569,111.91953187055306,143.1172887614533
"Fischfilet, frisch oder gekühlt",2025-09-01,127.90395488748938,116.89142946674623,138.45652772488333,110.84546346959358,143.88048502712144
"Fischfilet, frisch oder gekühlt",2025-10-01,128.04094262837725,116.34044006108672,139.2239722893086,109.90090760158375,144.96283547506843
"Fischfilet, frisch oder gekühlt",2025-11-01,128.16305533656998,115.81080840248967,139.94036275387197,108.99650288989739,145.97521443089025
"Fischfilet, frisch oder gekühlt",2025-12-01,127.93436089634149,114.9423992979383,140.2905576154636,107.75743431967558,146.61243060729237
"Fischfilet, frisch oder gekühlt",2026-01-01,128.53132982054578,114.97301612022056,141.40160490306204,107.46056605444443,147.97898340060917
"Fischfilet, frisch oder gekühlt",2026-02-01,128.40825053363304,114.26632190267607,141.80237789657104,106.41270172465079,148.63834822903883
"Fischfilet, frisch oder gekühlt",2026-03-01,128.28549184080953,113.57988976262862,142.18323719393368,105.39507671587226,149.2671889517259
"Fischfilet, frisch oder gekühlt",2026-04-01,128.11722503939274,112.86268666088003,142.50292529603013,104.35353431264535,149.82647714115913
"Fischfilet, frisch oder gekühlt",2026-05-01,128.20893116743395,112.43899653734711,143.05249111739093,103.62488220400424,150.60088072661233
"Fischfilet, frisch oder gekühlt",2026-06-01,128.28549184080956,112.01453937548635,143.57240318753506,102.90264105097279,151.33806193110263
Fischkonserve,2025-07-01,144.06331713646375,127.80155123191558,164.76408342261686,120.53509305109897,178.17234064196694
Fischkonserve,2025-08-01,144.97867577875212,127.90929264954076,166.9657372847473,120.33946367729371,181.36223615038273
Fischkonserve,2025-09-01,145.90514806091363,128.04148766460673,169.18272385227766,120.17735520970626,184.5879691424249
Fischkonserve,2025-10-01,146.8429339803934,128.19562256838705,171.41864837017934,120.04492543680668,187.85591722379306
Fischkonserve,2025-11-01,147.792238318219,128.369635034343,173.6767058940681,119.93901583475579,191.17190009531092
Fischkonserve,2025-12-01,148.75327078206786,128.561811707295,175.95978567724254,119.85699601938738,194.54134298189283
Fischkonserve,2026-01-01,149.7262461544787,128.77071370546142,178.27054775987853,119.79665063680427,197.96939822113865
Fischkonserve,2026-02-01,150.71138444646496,128.99512129548165,180.61148050823147,119.75609539421126,201.46103836341558
Fischkonserve,2026-03-01,151.7089110566692,129.23399205578195,182.9849447968422,119.73371358379337,205.02112948963077
Fischkonserve,2026-04-01,152.7190569363829,129.4864287303043,185.3932086410257,119.72810732433496,208.65449058723988
Fischkonserve,2026-05-01,153.74205876061637,129.75165417466806,187.83847488742234,119.73805957107797,212.36594300609787
Fischkonserve,2026-06-01,154.7781591055454,130.028991580082,190.32290378813448,119.7625041359186,216.16035283199477
Fischmarinade,2025-07-01,143.81663375885307,102.40646268770571,235.1043899847227,88.58310988955851,346.4170457693341
Fischmarinade,2025-08-01,144.38475302740974,99.70307787118679,252.58532913020713,85.35966451004225,405.09571687718847
Fischmarinade,2025-09-01,144.9571514053816,97.04410962783102,273.34040957509103,82.2536521995547,488.9363070410404
Fischmarinade,2025-10-01,145.53387655976908,94.43557710654677,298.3136034458672,79.2665692224616,617.6362860147069
Fischmarinade,2025-11-01,146.11497686175397,91.88223818228501,328.8512483304898,76.39839657530865,838.1737793693957
Fischmarinade,2025-12-01,146.7005013996679,89.38776032524062,366.93908958547667,73.64793040053307,1295.524919821256
Fischmarinade,2026-01-01,147.29049999226382,86.95487307219798,415.62825651365813,71.01305560263813,2745.2577078397217
Fischmarinade,2026-02-01,147.8850232022821,84.58550334506408,479.85163288582703,68.49097076062831,364168.2958259082
Fischmarinade,2026-03-01,148.48412235030233,82.2808949678398,568.120301327158,66.07837170042514,NA
Fischmarinade,2026-04-01,149.08784952892992,80.0417137623825,696.440157100498,63.77160026732798,NA
Fischmarinade,2026-05-01,149.6962576172741,77.86813958396779,898.7490717020391,61.56676400839781,NA
Fischmarinade,2026-06-01,150.30940029577928,75.75994660693802,1261.2199389950738,59.459831685758495,NA
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2025-07-01,139.8326846884981,116.03455044449501,174.99786568269656,106.32525107242357,201.30633193936774
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2025-08-01,139.83268132512188,115.19810939371979,176.8548401564664,105.2447778435803,205.03976263121857
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2025-09-01,139.83267979096368,114.40500307808927,178.6750333025697,104.22590993802905,208.75363828343254
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2025-10-01,139.8326790911791,113.65034152008175,180.46338436467138,103.26148006031552,212.45608030386512
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2025-11-01,139.83267877198116,112.93006759237832,182.2240070776915,102.3455579594948,216.15401841930273
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2025-12-01,139.83267862638385,112.24077319626338,183.96036994503902,101.47317528083022,219.853459038337
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2026-01-01,139.83267855997212,111.57956395420318,185.6754299247628,100.64012346444737,223.5596849005033
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2026-02-01,139.83267852967944,110.94395784640928,187.37173305513,99.84280262701779,227.2774057831704
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2026-03-01,139.83267851586243,110.33180803598948,189.05149129743972,99.07810670101352,231.01087393124118
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2026-04-01,139.83267850955937,109.74124323347037,190.71664202602267,98.3433348196644,234.7639737321989
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2026-05-01,139.83267850668298,109.17062098824331,192.36889467711816,97.63612201638765,238.54029234301117
Fischstäbchen o.a. tiefgefrorene Fischzubereitung,2026-06-01,139.83267850537203,108.61849065270678,194.00976776457972,96.95438435655049,242.3431760490047
"Fleischfertiggericht ohne Beilage, konserviert",2025-07-01,134.45331178393153,124.321008013909,145.9620904860882,119.43900030000228,152.7011097833036
"Fleischfertiggericht ohne Beilage, konserviert",2025-08-01,135.14545908021844,124.46421275492061,147.35866167071643,119.34201070252116,154.54930793345753
"Fleischfertiggericht ohne Beilage, konserviert",2025-09-01,135.84507486276772,124.62859775008754,148.75300251246668,119.27420889596625,156.39306109857532
"Fleischfertiggericht ohne Beilage, konserviert",2025-10-01,136.55129952898795,124.811648419312,150.14578984851684,119.23216453068916,158.2338214566284
"Fleischfertiggericht ohne Beilage, konserviert",2025-11-01,137.264203852626,125.01163753449161,151.53892867194315,119.21320783200787,160.0745068509668
"Fleischfertiggericht ohne Beilage, konserviert",2025-12-01,137.9834719756965,125.22690603248692,152.93344010704539,119.21496345560116,161.91686739264892
"Fleischfertiggericht ohne Beilage, konserviert",2026-01-01,138.7091334493473,125.45619186134934,154.3307021374199,119.23549921419456,163.76305050251526
"Fleischfertiggericht ohne Beilage, konserviert",2026-02-01,139.4410944767131,125.698346774707,155.73172157237488,119.27311787766891,165.614697310481
"Fleischfertiggericht ohne Beilage, konserviert",2026-03-01,140.17939197290156,125.95244094592609,157.13757521218608,119.32639437635184,167.47350292680323
"Fleischfertiggericht ohne Beilage, konserviert",2026-04-01,140.92402601773605,126.2176478246541,158.54916220963258,119.39407986711832,169.34091175826046
"Fleischfertiggericht ohne Beilage, konserviert",2026-05-01,141.67504753272502,126.4932719494395,159.96736492602847,119.47510194537907,171.2183243463375
"Fleischfertiggericht ohne Beilage, konserviert",2026-06-01,142.43249806237625,126.77869934145035,161.392967647686,119.5685175144759,173.10699931924992
Fleischwurst,2025-07-01,137.08570184724226,120.81994658235516,158.08470096513207,113.61682080041035,171.862724279416
Fleischwurst,2025-08-01,137.95181210801678,120.9528243896292,160.14608697913158,113.47860836014199,174.86116589025278
Fleischwurst,2025-09-01,138.82837840978945,121.105187182776,162.22566664747643,113.36662449421223,177.89956092588872
Fleischwurst,2025-10-01,139.71558784241736,121.27527668660133,164.32622833855174,113.27817368387201,180.9830203538172
Fleischwurst,2025-11-01,140.61363194491463,121.46162389600416,166.45030988053145,113.21099812221445,184.1163370463425
Fleischwurst,2025-12-01,141.52270683777311,121.66298905702413,168.60026043127635,113.16318659007257,187.30408438520922
Fleischwurst,2026-01-01,142.44301335999324,121.87831668529171,170.77828741809256,113.13310618587349,190.55069257899638
Fleischwurst,2026-02-01,143.37475721104397,122.10670127579543,172.98649290083242,113.11935029868982,193.86050935459593
Fleischwurst,2026-03-01,144.31814909799087,122.34736076575498,175.2269023044633,113.12069835651668,197.23784954663776
Fleischwurst,2026-04-01,145.2734048879335,122.59961571941845,177.50148756071778,113.1360842619591,200.6870367342226
Fleischwurst,2026-05-01,146.24074576606415,122.86287280266119,179.81218610028716,113.16457133886237,204.2124391696634
Fleischwurst,2026-06-01,147.22039839952456,123.13661151951892,182.16091673327801,113.20533222811976,207.8185016364287
Frisches Brötchen,2025-07-01,134.1961869692412,124.96827233995238,143.01055200915525,119.89083736544245,147.5295266966848
Frisches Brötchen,2025-08-01,134.2504300240323,124.33029503287531,143.69431231654085,118.85486040271827,148.52577464665634
Frisches Brötchen,2025-09-01,134.30098470182892,123.69082858249905,144.36819602579865,117.81600534123352,149.507848777313
Frisches Brötchen,2025-10-01,134.34810265807639,123.0507989640673,145.03192734493547,116.77555606544722,150.47526971990797
Frisches Brötchen,2025-11-01,134.39201826500644,122.41101305965839,145.68531768722085,115.73462713540877,151.427698339177
Frisches Brötchen,2025-12-01,134.432949813539,121.77217240790277,146.32825243393106,114.69418337439933,152.36491436100323
Frisches Brötchen,2026-01-01,134.47110062962824,121.13488547012685,146.96067937724817,113.65505734353226,153.28679776975716
Frisches Brötchen,2026-02-01,134.50666011140305,120.49967849635446,147.58259871276965,112.61796481217787,154.19331274013047
Frisches Brötchen,2026-03-01,134.53980469294837,119.86700511705759,148.19405441692564,111.58351840055306,155.08449382224688
Frisches Brötchen,2026-04-01,134.57069874011017,119.23725479743409,148.79512684065767,110.55223958960143,155.9604340979554
Frisches Brötchen,2026-05-01,134.59949538328885,118.6107602869596,149.38592636054747,109.52456928893078,156.82127504551843
Frisches Brötchen,2026-06-01,134.62633729179913,117.9878041864335,149.9665879439583,108.50087713901267,157.66719787694714
Frisches Geflügelfleisch,2025-07-01,138.26117076757464,121.35903366905538,153.3112026008586,111.37816070323983,160.70873072543552
Frisches Geflügelfleisch,2025-08-01,138.2612390829333,120.56248766208853,153.93851896025552,110.04714850290038,161.62320936369676
Frisches Geflügelfleisch,2025-09-01,138.2612752795898,119.79301542252678,154.53814385078385,108.75440076480457,162.49598509037577
Frisches Geflügelfleisch,2025-10-01,138.26129445826646,119.04754415266893,155.1131866482529,107.4951941069808,163.33176935611772
Frisches Geflügelfleisch,2025-11-01,138.26130462002476,118.32351390713454,155.66622468844693,106.26558354427043,164.1344668877803
Frisches Geflügelfleisch,2025-12-01,138.26131000419898,117.61876981264554,156.19942001982727,105.06223788454179,164.90735235330536
Frisches Geflügelfleisch,2026-01-01,138.26131285698605,116.93148019173356,156.71460604370287,103.88231480179526,165.65320165965784
Frisches Geflügelfleisch,2026-02-01,138.26131436852597,116.26007390648627,157.21335269957407,102.72336528294669,166.374390841262
Frisches Geflügelfleisch,2026-03-01,138.26131516941047,115.60319199025297,157.6970161758503,101.58325987597757,167.07297152538663
Frisches Geflügelfleisch,2026-04-01,138.2613155937565,114.95964995373498,158.1667773160619,100.46013120624254,167.7507292609653
Frisches Geflügelfleisch,2026-05-01,138.26131581859485,114.32840812139976,158.62367166014636,99.35232871952556,168.40922915335221
Frisches Geflügelfleisch,2026-06-01,138.26131593772476,113.7085480587752,159.0686132171695,98.25838269099495,169.04985197925546
Frischkäse,2025-07-01,143.95195281280755,119.04309199285125,179.91176618193424,108.76855357278627,206.0819610187353
Frischkäse,2025-08-01,144.0460290447264,117.76332533152232,182.9272103699095,107.07872178763469,211.91519711667124
Frischkäse,2025-09-01,144.16754038398486,116.55569314458701,186.00968707304324,105.48802063821222,217.9696812499679
Frischkäse,2025-10-01,144.22137280951668,115.3540675106583,189.00422672956222,103.93878626333684,224.04160361891914
Frischkäse,2025-11-01,144.2869771416414,114.22222669388343,192.00378400083792,102.48661632963962,230.23381810336963
Frischkäse,2025-12-01,144.35642077855948,113.14011637075382,195.02255097207214,101.1067981134628,236.5887397848628
Frischkäse,2026-01-01,144.39374241526,112.08388038238097,197.99244419674588,99.77816868399626,243.0095943340752
Frischkäse,2026-02-01,144.4371872257476,111.07920889126692,200.96758984746992,98.5208323590971,249.56720653616162
Frischkäse,2026-03-01,144.4778646047504,110.11315630764167,203.9448306927309,97.32001638190889,256.2703923909721
Frischkäse,2026-04-01,144.50334474020357,109.17701316968063,206.8967627775957,96.16727616837035,263.0784850349391
Frischkäse,2026-05-01,144.53132091001368,108.28030758577331,209.8528239586364,95.06876163502331,270.0367567200748
Frischkäse,2026-06-01,144.55569338533323,107.41532144627206,212.8073098088365,94.01582585141173,277.14551553319194
Früchtetee oder Kräutertee,2025-07-01,119.30642574911067,110.39297505123062,129.6943086737545,106.16960189928722,135.91801044341412
Früchtetee oder Kräutertee,2025-08-01,119.8524377122363,110.23166298169293,131.2044102410871,105.71150808961117,138.07846036386636
Früchtetee oder Kräutertee,2025-09-01,119.8524377122363,109.64741069200508,132.026814373114,104.88825930224014,139.46934215426495
Früchtetee oder Kräutertee,2025-10-01,120.02219890014709,109.24466310979344,133.0164781481688,104.25413384496073,141.03403412497482
Früchtetee oder Kräutertee,2025-11-01,119.56667762626192,108.35421777809091,133.20967769765895,103.19388856912269,141.69555208015828
Früchtetee oder Kräutertee,2025-12-01,120.30235588000156,108.47786806841839,134.8417351310926,103.07351198507531,143.96956255450837
Früchtetee oder Kräutertee,2026-01-01,120.44114925862628,108.12963970391321,135.71961437524183,102.53669556849951,145.39070226727242
Früchtetee oder Kräutertee,2026-02-01,121.17621403988706,108.2832481265294,137.33540443641024,102.46387889148875,147.65537875866906
Früchtetee oder Kräutertee,2026-03-01,121.01493518218061,107.7286590646722,137.80261935412113,101.76321696250673,148.60291664561788
Früchtetee oder Kräutertee,2026-04-01,120.79807263203502,107.1492375092044,138.1772551467242,101.051388603391,149.4367852205471
Früchtetee oder Kräutertee,2026-05-01,120.79807263203502,106.75950217381447,138.8140686889591,100.51896333674475,150.57018208203948
Früchtetee oder Kräutertee,2026-06-01,120.71620601209844,106.31978507051817,139.32948995712303,99.95049118843279,151.55890850747753
Gekochter Schinken oder anderes gegartes Fleisch,2025-07-01,118.91986040430571,113.05323483838553,124.51039029783793,109.8208516377971,127.37055467724201
Gekochter Schinken oder anderes gegartes Fleisch,2025-08-01,119.21605015084133,113.13794458831077,124.99897546832568,109.78426610554249,127.95452398218842
Gekochter Schinken oder anderes gegartes Fleisch,2025-09-01,119.5115058953428,113.23055837021066,125.47846915515541,109.76023898021103,128.52510605890262
Gekochter Schinken oder anderes gegartes Fleisch,2025-10-01,119.80623306794266,113.33027273732726,125.94968070782609,109.7475402363353,129.08353123114162
Gekochter Schinken oder anderes gegartes Fleisch,2025-11-01,120.10023703214816,113.43640635981657,126.4132973314057,109.74512635682935,129.63084338414663
Gekochter Schinken oder anderes gegartes Fleisch,2025-12-01,120.39352308598012,113.54837537377526,126.86990873714328,109.75210267360207,130.1679376219273
Gekochter Schinken oder anderes gegartes Fleisch,2026-01-01,120.68609646308691,113.66567479987967,127.3200257234938,109.76769498313577,130.6955886496329
Gekochter Schinken oder anderes gegartes Fleisch,2026-02-01,120.97796233383416,113.78786429701857,127.76409442217367,109.79122778594903,131.21447253209047
Gekochter Schinken oder anderes gegartes Fleisch,2026-03-01,121.2691258063708,113.91455707374904,128.2025073864159,109.82210735091698,131.72518362753516
Gekochter Schinken oder anderes gegartes Fleisch,2026-04-01,121.55959192767226,114.04541114076102,128.63561233823893,109.85980835620096,132.22824794477995
Gekochter Schinken oder anderes gegartes Fleisch,2026-05-01,121.84936568456125,114.1801223262547,129.06371915282384,109.90386322339076,132.72413380722085
Gekochter Schinken oder anderes gegartes Fleisch,2026-06-01,122.1384520047066,114.31841863776657,129.48710549646304,109.95385350848609,133.21326046004896
"Gemüseprodukt, vegetarisch oder vegan",2025-07-01,115.17165180598298,103.99241569343937,128.87845121311986,98.87333394239377,137.4617916877988
"Gemüseprodukt, vegetarisch oder vegan",2025-08-01,115.17735592037747,103.47719760898883,129.6753963939286,98.1567577052862,138.84018398327248
"Gemüseprodukt, vegetarisch oder vegan",2025-09-01,115.18408945158168,102.98836361803555,130.45057385344137,97.47928255842199,140.18959458641157
"Gemüseprodukt, vegetarisch oder vegan",2025-10-01,115.18739850415393,102.51967352851422,131.2006125363904,96.83358534354021,141.50680046861385
"Gemüseprodukt, vegetarisch oder vegan",2025-11-01,115.19051597378801,102.07104936167345,131.9322796154002,96.21795052955169,142.80057093624532
"Gemüseprodukt, vegetarisch oder vegan",2025-12-01,115.19306344178351,101.64104604434493,132.64552015829338,95.63022341109074,144.07054573766794
"Gemüseprodukt, vegetarisch oder vegan",2026-01-01,115.19454362184284,101.22729125993659,133.34165747915452,95.06707249069471,145.31896757835673
"Gemüseprodukt, vegetarisch oder vegan",2026-02-01,115.19599495037535,100.8292172414259,134.0232342032643,94.52709935952319,146.54909681278662
"Gemüseprodukt, vegetarisch oder vegan",2026-03-01,115.19697283941717,100.44529770889659,134.69064097537634,94.00818446016811,147.7615935204284
"Gemüseprodukt, vegetarisch oder vegan",2026-04-01,115.1976792583517,100.07444793081946,135.34536631623288,93.50860073379901,148.95861796974805
"Gemüseprodukt, vegetarisch oder vegan",2026-05-01,115.19829471991471,99.71585382625031,135.98848969021202,93.02702041941416,150.14165197717267
"Gemüseprodukt, vegetarisch oder vegan",2026-06-01,115.19869761372365,99.36851111824946,136.62070685959745,92.56198941057211,151.3117730483769
Gemüsesaft,2025-07-01,145.49446673273044,132.00804970101228,157.83275600250244,124.27779033233067,163.98892616373598
Gemüsesaft,2025-08-01,145.97590234997642,130.96252579688687,159.583128385552,122.27101608399038,166.3363980133173
Gemüsesaft,2025-09-01,146.4557554955473,129.8436222553632,161.366807728602,120.12337884716023,168.72769829786438
Gemüsesaft,2025-10-01,146.9340416726679,128.65265389153396,163.18015595259024,117.83256915419027,171.15727793029913
Gemüsesaft,2025-11-01,147.41077613306544,127.39036863586887,165.02005750277374,115.39473586991991,173.62042286476282
Gemüsesaft,2025-12-01,147.8859738826444,126.05703772617464,166.8838111282564,112.80447246932428,176.11308285434728
Gemüsesaft,2026-01-01,148.35964968699807,124.65251557756986,168.7690504673749,110.05471366616554,178.63174491902973
Gemüsesaft,2026-02-01,148.83181807676206,123.1762778357929,170.67368457653595,107.13653956340924,181.17333792049735
Gemüsesaft,2026-03-01,149.3024933528155,121.62744307122844,172.59585250651455,104.03887262580966,183.73515917513868
Gemüsesaft,2026-04-01,149.77168959133525,120.004781546093,174.5338879528251,100.74803842362951,186.31481697676
Gemüsesaft,2026-05-01,150.23942064870778,118.30671310167149,176.4862912620561,97.24714090567282,188.91018482177185
Gemüsesaft,2026-06-01,150.70570016630418,116.53129521567816,178.45170690501237,93.51517146923534,191.5193643997811
"Getreideprodukt, vegetarisch oder vegan",2025-07-01,106.80118040067633,100.80483112960769,112.98499451307866,97.70614796256005,116.33468200661187
"Getreideprodukt, vegetarisch oder vegan",2025-08-01,106.80118040067633,100.40573625887475,113.41032401296225,97.10634091852381,116.99584952523676
"Getreideprodukt, vegetarisch oder vegan",2025-09-01,106.80118040067633,100.03125452764523,113.81104031298946,96.54417229593176,117.61937829206033
"Getreideprodukt, vegetarisch oder vegan",2025-10-01,106.80118040067633,99.67744097260184,114.19108837647433,96.01360901976233,118.2113013820657
"Getreideprodukt, vegetarisch oder vegan",2025-11-01,106.80118040067633,99.34130379151769,114.55346000564087,95.51007571464335,118.7761941705865
"Getreideprodukt, vegetarisch oder vegan",2025-12-01,106.80118040067633,99.02051005822032,114.9004881266585,95.03000464268912,119.31762439546993
"Getreideprodukt, vegetarisch oder vegan",2026-01-01,106.80118040067633,98.71319887433833,115.23403363789562,94.57054994935542,119.83843791122165
"Getreideprodukt, vegetarisch oder vegan",2026-02-01,106.80118040067633,98.41785758554224,115.5556091936787,94.12939835658537,120.34094799585996
"Getreideprodukt, vegetarisch oder vegan",2026-03-01,106.80118040067633,98.13323684742792,115.86646413840896,93.70463927032661,120.82706524339876
"Getreideprodukt, vegetarisch oder vegan",2026-04-01,106.80118040067633,97.85829060278373,116.16764452929479,93.2946729860033,121.29838935837518
"Getreideprodukt, vegetarisch oder vegan",2026-05-01,106.80118040067633,97.59213258254871,116.46003663539433,92.89814416428034,121.75627568008588
"Getreideprodukt, vegetarisch oder vegan",2026-06-01,106.80118040067633,97.33400408915062,116.7443991542767,92.51389256136261,122.20188445228725
Gewürze,2025-07-01,115.62210220841865,102.3248604388448,132.63659537259602,96.40271553155361,143.70926283239146
Gewürze,2025-08-01,115.61978686322074,101.58798823544562,133.8558167870539,95.4003887787241,145.89490533029104
Gewürze,2025-09-01,115.61773612535049,100.8774762892084,135.06875378238678,94.43963325269098,148.09378745336707
Gewürze,2025-10-01,115.61591974693347,100.192217445962,136.27490497198568,93.51830387305498,150.30499948893723
Gewürze,2025-11-01,115.61431093940085,99.53109036134163,137.47391603416654,92.6342998568469,152.52786111071265
Gewürze,2025-12-01,115.61288597752107,98.89297819779787,138.66555662476574,91.78558577637455,154.7618923297084
Gewürze,2026-01-01,115.61162384883458,98.2767825850349,139.84970026936278,90.97020582186032,157.0067876254984
Gewürze,2026-02-01,115.61050594325012,97.68143376150563,141.02630700898322,90.1862927903568,159.26239316256417
Gewürze,2026-03-01,115.60951577822145,97.10589769055099,142.19540850874495,89.43207306401838,161.5286868554864
Gewürze,2026-04-01,115.60863875538698,96.54918081159518,143.357095330099,88.70586859282643,163.80576099834732
Gewürze,2026-05-01,115.60786194507824,96.01033296357589,144.51150608400533,88.00609668113013,166.09380717006226
Gewürze,2026-06-01,115.60717389549909,95.48844891145161,145.6588182089809,87.33126819875592,168.3931031439822
"Grieß, Roggenmehl oder Ähnliches",2025-07-01,149.98710187784735,137.9229091011752,161.15071305733372,131.08787181524454,166.75814128858917
"Grieß, Roggenmehl oder Ähnliches",2025-08-01,150.60367849302227,138.09655776836956,162.1489988255027,130.99321536869977,167.93976064035832
"Grieß, Roggenmehl oder Ähnliches",2025-09-01,151.21774127724953,138.28821439632736,163.125727121402,130.92793301872018,169.0903307270604
"Grieß, Roggenmehl oder Ähnliches",2025-10-01,151.8293207300784,138.4959373835349,164.08285866707635,130.88904771332372,170.2128043128335
"Grieß, Roggenmehl oder Ähnliches",2025-11-01,152.4384467392625,138.71808913822986,165.02205035664966,130.87404540107164,171.30967234009006
"Grieß, Roggenmehl oder Ähnliches",2025-12-01,153.04514859780403,138.95327282609784,165.9447184885635,130.88077863264016,172.38306029102972
"Grieß, Roggenmehl oder Ähnliches",2026-01-01,153.64945502039254,139.2002851836184,166.85208593328113,130.90739466921582,173.43480004315145
"Grieß, Roggenmehl oder Ähnliches",2026-02-01,154.25139415926384,139.4580806632701,167.74521797019045,130.95228087276317,174.46648444372116
"Grieß, Roggenmehl oder Ähnliches",2026-03-01,154.8509936195045,139.72574374366732,168.62504996058044,131.01402254543333,175.4795094359278
"Grieß, Roggenmehl oder Ähnliches",2026-04-01,155.44828047382458,140.00246723463349,169.4924090266344,131.09136990725997,176.47510704758167
"Grieß, Roggenmehl oder Ähnliches",2026-05-01,156.04328127682186,140.28753505843997,170.34803125516325,131.18321189529593,177.45437155919913
"Grieß, Roggenmehl oder Ähnliches",2026-06-01,156.63602207875817,140.58030842390147,171.19257550934142,131.2885551319285,178.41828050373263
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2025-07-01,139.19184365773313,115.78305305448501,173.58747819325902,106.20139496785754,199.1726149298822
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2025-08-01,139.02351212604617,114.34387159369253,176.25670794716137,104.39423720391532,204.71612168595124
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2025-09-01,138.8684015327675,112.96125571142566,178.99154367682698,102.67007306284785,210.5172775230688
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2025-10-01,138.72544903025423,111.63257535206357,181.79081583628425,101.02427250196688,216.58736492568855
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2025-11-01,138.5936808442558,110.35526415382043,184.65358938642976,99.4524061564696,222.93895338065846
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2025-12-01,138.47220427456148,109.12683314554208,187.57914893535826,97.95025604276977,229.58599689880603
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2026-01-01,138.3602004912552,107.94488097779745,190.5669841334578,96.51382097290843,236.5439441231575
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2026-02-01,138.2569180367143,106.8071009851127,193.61677604977655,95.13931751599111,243.8298644056851
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2026-03-01,138.16166695496503,105.71128553974778,196.72838484216092,93.82317743781336,251.46259290198364
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2026-04-01,138.07381348004336,104.65532818512659,199.90183881447064,92.56204248571548,259.46289777803094
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2026-05-01,137.9927752234316,103.63722400341945,203.13732484100373,91.35275726257838,267.8536729208519
"Grillsoße, Sojasoße, Salatdressing oder Ähnliches",2026-06-01,137.91801680800583,102.65506861434977,206.43518008379718,90.19236079910287,276.660160041919
Gurken,2025-07-01,100.35106246176731,75.20235827504888,148.32040663077387,66.23550954588985,196.33295509793476
Gurken,2025-08-01,109.77090554206742,79.76442162252033,172.12822639280262,69.48374971388574,242.04380173322102
Gurken,2025-09-01,108.86121691856668,78.54100146405135,173.17683116618304,68.24772880713286,247.38073185337134
Gurken,2025-10-01,99.35680050751083,72.71154579043173,153.62402463933896,63.49855054055992,212.81600933818908
Gurken,2025-11-01,141.31186910263736,92.90034861948922,279.43477373033284,78.29275868318652,541.2175313240638
Gurken,2025-12-01,135.41882011477625,89.36215836945627,265.09468304748424,75.39942720768748,504.45856201192584
Gurken,2026-01-01,147.30333842221845,93.71634296104648,319.813852103092,78.19417995974094,747.4013743984649
Gurken,2026-02-01,140.77694269887897,90.09522941536322,300.2955930504301,75.30646440708612,674.7524067629793
Gurken,2026-03-01,130.9580773693468,85.08011895455674,267.5274102959101,71.44029815974798,550.271904216249
Gurken,2026-04-01,104.93009874338627,72.35020582210187,184.19801356273686,61.91138163407872,296.7894947185275
Gurken,2026-05-01,96.62154164968246,67.71816342877325,163.45808839081943,58.2631476870923,251.02854250366445
Gurken,2026-06-01,108.47676331118163,73.06577530686309,201.43820395500146,62.05043006071383,351.84087081200624
Gurkenkonserve,2025-07-01,158.16869294522994,140.17972717268515,181.11548373133968,132.15214806245277,196.0066002705787
Gurkenkonserve,2025-08-01,159.56920231166578,140.6563246317153,183.97788371345473,132.27925621399604,199.98841238002538
Gurkenkonserve,2025-09-01,160.99346162385987,141.15920721039967,186.8879237711148,132.43802316018014,204.05528391226198
Gurkenkonserve,2025-10-01,162.44206921051284,141.6864999387056,189.85008020769928,132.62545508711284,208.21549811527524
Gurkenkonserve,2025-11-01,163.91564348157624,142.23667041846036,192.8686134608307,132.8390743282236,212.4771506736195
Gurkenkonserve,2025-12-01,165.41482377298138,142.8084559524563,195.94764887397338,133.07680848841235,216.8482865266644
Gurkenkonserve,2026-01-01,166.9402712342456,143.40080952958544,199.09123921341637,133.33690825078503,221.337010496993
