Produkt,Kategorie,Monat,mean_idx,jahres_mean,abweichung,saison_range
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Jan,110.48333333333333,114.78944444444444,-4.3061111111111074,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Feb,114.66666666666667,114.78944444444444,-0.12277777777777032,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Mrz,111.83333333333333,114.78944444444444,-2.956111111111113,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Apr,122.61666666666666,114.78944444444444,7.827222222222218,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Mai,127.28333333333333,114.78944444444444,12.49388888888889,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Jun,122.55,114.78944444444444,7.760555555555555,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Jul,114.98,114.78944444444444,0.19055555555556225,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Aug,113.22,114.78944444444444,-1.5694444444444429,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Sep,112.04,114.78944444444444,-2.7494444444444355,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Okt,110.24,114.78944444444444,-4.549444444444447,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Nov,107.2,114.78944444444444,-7.589444444444439,20.08333333333333
"Blumenkohl, Wirsing oder anderer Kohl",Gemüse & Gemüsekonserven,Dez,110.36,114.78944444444444,-4.429444444444442,20.08333333333333
Bohnenkaffee,"Kaffee, Tee & Kakao",Jan,114.53333333333333,115.40194444444444,-0.8686111111111074,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Feb,114.45,115.40194444444444,-0.951944444444436,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Mrz,115.5,115.40194444444444,0.09805555555556111,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Apr,115.75,115.40194444444444,0.3480555555555611,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Mai,117.08333333333334,115.40194444444444,1.681388888888904,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Jun,118.16666666666667,115.40194444444444,2.7647222222222325,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Jul,112.86,115.40194444444444,-2.5419444444444395,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Aug,113.66,115.40194444444444,-1.7419444444444423,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Sep,115.06,115.40194444444444,-0.3419444444444366,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Okt,116,115.40194444444444,0.5980555555555611,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Nov,116.32000000000001,115.40194444444444,0.9180555555555685,5.306666666666672
Bohnenkaffee,"Kaffee, Tee & Kakao",Dez,115.44,115.40194444444444,0.03805555555555884,5.306666666666672
Bonbons,Zucker & Süßwaren,Jan,106.2,107.19055555555556,-0.9905555555555594,1.9500000000000028
Bonbons,Zucker & Süßwaren,Feb,106.75,107.19055555555556,-0.44055555555556225,1.9500000000000028
Bonbons,Zucker & Süßwaren,Mrz,107.41666666666667,107.19055555555556,0.22611111111110915,1.9500000000000028
Bonbons,Zucker & Süßwaren,Apr,107.7,107.19055555555556,0.5094444444444406,1.9500000000000028
Bonbons,Zucker & Süßwaren,Mai,108.05,107.19055555555556,0.8594444444444349,1.9500000000000028
Bonbons,Zucker & Süßwaren,Jun,108.15,107.19055555555556,0.9594444444444434,1.9500000000000028
Bonbons,Zucker & Süßwaren,Jul,106.3,107.19055555555556,-0.8905555555555651,1.9500000000000028
Bonbons,Zucker & Süßwaren,Aug,106.46000000000001,107.19055555555556,-0.7305555555555543,1.9500000000000028
Bonbons,Zucker & Süßwaren,Sep,107.08,107.19055555555556,-0.11055555555556396,1.9500000000000028
Bonbons,Zucker & Süßwaren,Okt,107.16,107.19055555555556,-0.03055555555556566,1.9500000000000028
Bonbons,Zucker & Süßwaren,Nov,107.5,107.19055555555556,0.30944444444443775,1.9500000000000028
Bonbons,Zucker & Süßwaren,Dez,107.52,107.19055555555556,0.32944444444443377,1.9500000000000028
Bratwurst,Fleisch & Wurst,Jan,114.13333333333333,116.58722222222222,-2.4538888888888977,3.9266666666666765
Bratwurst,Fleisch & Wurst,Feb,115.25,116.58722222222222,-1.3372222222222234,3.9266666666666765
Bratwurst,Fleisch & Wurst,Mrz,115.88333333333333,116.58722222222222,-0.7038888888888977,3.9266666666666765
Bratwurst,Fleisch & Wurst,Apr,116.85,116.58722222222222,0.2627777777777709,3.9266666666666765
Bratwurst,Fleisch & Wurst,Mai,117.73333333333333,116.58722222222222,1.1461111111111109,3.9266666666666765
Bratwurst,Fleisch & Wurst,Jun,117.51666666666667,116.58722222222222,0.9294444444444423,3.9266666666666765
Bratwurst,Fleisch & Wurst,Jul,115.86,116.58722222222222,-0.727222222222224,3.9266666666666765
Bratwurst,Fleisch & Wurst,Aug,116.46,116.58722222222222,-0.12722222222222968,3.9266666666666765
Bratwurst,Fleisch & Wurst,Sep,116.67999999999999,116.58722222222222,0.09277777777776919,3.9266666666666765
Bratwurst,Fleisch & Wurst,Okt,117,116.58722222222222,0.4127777777777766,3.9266666666666765
Bratwurst,Fleisch & Wurst,Nov,117.62,116.58722222222222,1.0327777777777811,3.9266666666666765
Bratwurst,Fleisch & Wurst,Dez,118.06,116.58722222222222,1.4727777777777789,3.9266666666666765
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Jan,110,112.15916666666666,-2.159166666666664,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Feb,111,112.15916666666666,-1.159166666666664,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Mrz,111.38333333333334,112.15916666666666,-0.775833333333324,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Apr,111.53333333333333,112.15916666666666,-0.6258333333333326,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Mai,113.26666666666667,112.15916666666666,1.1075000000000017,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Jun,114.66666666666666,112.15916666666666,2.507499999999993,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Jul,110.72,112.15916666666666,-1.4391666666666652,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Aug,111.7,112.15916666666666,-0.45916666666666117,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Sep,112.94,112.15916666666666,0.7808333333333337,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Okt,113.22,112.15916666666666,1.0608333333333348,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Nov,113.02,112.15916666666666,0.860833333333332,4.666666666666657
Brotaufstrich auf Nougatbasis,Zucker & Süßwaren,Dez,112.46,112.15916666666666,0.30083333333332973,4.666666666666657
